liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out,delay_aspirate,delay_dispense,delay_blow_out,density,time,m,%error,Transfer_Observation,Comment,iteration,time_asp_1000,acq_value
Viscosity_std_204,rLine1000,1000.0,127.13077513872057,127.13077513872057,False,10,10,0,0.8639,78.72553777694702,0.7586028645896115,-12.18857916545764,Complete Transfer,Blowout before,1.0,35.7318320274353,None
Viscosity_std_204,rLine1000,500.0,127.13077513872057,127.13077513872057,False,10,10,0,0.8639,71.04790019989014,0.4029358267929878,-6.717021230932334,Complete Transfer,Blowout before,1.0,35.7318320274353,None
Viscosity_std_204,rLine1000,300.0,127.13077513872057,127.13077513872057,False,10,10,0,0.8639,67.99854326248169,0.2382527647594163,-8.070855130062755,Complete Transfer,Blowout before,1.0,35.7318320274353,None
Viscosity_std_204,rLine1000,1000.0,158.91346875,158.91346875,False,10,10,0,0.8639,75.88720035552979,0.682424927205829,-21.00649065796631,Complete Transfer,Blowout before,2.0,32.585465635681054,None
Viscosity_std_204,rLine1000,500.0,158.91346875,158.91346875,False,10,10,0,0.8639,69.86983370780945,0.3946739885189623,-8.629705169820037,Complete Transfer,Blowout before,2.0,32.585465635681054,None
Viscosity_std_204,rLine1000,300.0,158.91346875,158.91346875,False,10,10,0,0.8639,67.24219799041748,0.2226033568117916,-14.109134231665855,Complete Transfer,Blowout before,2.0,32.585465635681054,None
Viscosity_std_204,rLine1000,1000.0,12.7130775,158.91346875,False,10,10,0,0.8639,148.58874440193176,0.6833429092362763,-20.90023043913921,Complete Transfer,Blowout before,3.0,104.95189304084712,None
Viscosity_std_204,rLine1000,500.0,12.7130775,158.91346875,False,10,10,0,0.8639,105.73282241821288,0.375512935026293,-13.065647638316236,Complete Transfer,Blowout before,3.0,104.95189304084712,None
Viscosity_std_204,rLine1000,300.0,12.7130775,158.91346875,False,10,10,0,0.8639,88.84198260307312,0.2088190552117422,-19.427767406820927,Complete Transfer,Blowout before,3.0,104.95189304084712,None
Viscosity_std_204,rLine1000,1000.0,158.91346875,12.7130775,False,10,10,0,0.8639,148.28491020202637,0.844441470008101,-2.25240537005429,Complete Transfer,Blowout before,4.0,104.95189304084712,None
Viscosity_std_204,rLine1000,500.0,158.91346875,12.7130775,False,10,10,0,0.8639,105.99462151527403,0.4221551648590185,-2.267585401315316,Complete Transfer,Blowout before,4.0,104.95189304084712,None
Viscosity_std_204,rLine1000,300.0,158.91346875,12.7130775,False,10,10,0,0.8639,90.47748756408691,0.2542373090038713,-1.903264651050909,Complete Transfer,Blowout before,4.0,104.95189304084712,None
Viscosity_std_204,rLine1000,1000.0,12.7130775,12.7130775,False,10,10,0,0.8639,220.69521856307983,0.8439023377045051,-2.314812165238446,Complete Transfer,Blowout before,5.0,177.31832044601316,None
Viscosity_std_204,rLine1000,500.0,12.7130775,12.7130775,False,10,10,0,0.8639,142.46250009536743,0.4285956102154898,-0.7765689974557557,Complete Transfer,Blowout before,5.0,177.31832044601316,None
Viscosity_std_204,rLine1000,300.0,12.7130775,12.7130775,False,10,10,0,0.8639,112.98713779449464,0.2502156734419122,-3.455001179954376,Complete Transfer,Blowout before,5.0,177.31832044601316,None
Viscosity_std_204,rLine1000,1000.0,137.53415500396184,53.65724930013806,False,10,10,0,0.8639,89.3150589466095,0.8069062047631462,-6.597267650984347,Incomplete Dispense,Blowout before,6.0,45.90773191503294,124.96285936179014
Viscosity_std_204,rLine1000,500.0,110.85940978703373,49.56906962574279,False,10,10,0,0.8639,77.94651341438293,0.4210040445351244,-2.5340792834530825,Incomplete Dispense,Blowout before,7.0,49.19430476963818,51.349131402567
Viscosity_std_204,rLine1000,300.0,135.9262168994335,54.68495390194349,False,10,10,0,0.8639,71.23158645629883,0.2464126050300588,-4.922404201852535,Incomplete Dispense,Blowout before,8.0,45.64349813747044,104.5678866791445
Viscosity_std_204,rLine1000,1000.0,98.45777167296822,23.36917464154728,False,10,10,0,0.8639,117.96591091156006,0.8420080890702487,-2.5340792834530954,Complete Transfer,Blowout before,9.0,72.94805140475057,119.85145553528199
Viscosity_std_204,rLine1000,500.0,75.04198060655298,18.239167742516354,False,10,10,0,0.8639,97.40719819068909,0.4299070131161288,-0.4729683722354955,Complete Transfer,Blowout before,10.0,88.15293735057564,65.89667280892493
Viscosity_std_204,rLine1000,300.0,114.5122284082824,21.217443461481,False,10,10,0,0.8639,80.10942101478577,0.252649054379764,-2.516088135291884,Complete Transfer,Blowout before,11.0,75.86372349956216,87.50088553116646
